Date,Month,Year,Quarter,DayOfWeek,IsHoliday,Day
2022-01-20,January,2022,Q1,Thursday,0,20
2022-01-21,January,2022,Q1,Friday,0,21
2022-01-22,January,2022,Q1,Saturday,0,22
2022-01-23,January,2022,Q1,Sunday,0,23
2022-01-24,January,2022,Q1,Monday,0,24
2022-01-25,January,2022,Q1,Tuesday,0,25
2022-01-26,January,2022,Q1,Wednesday,1,26
2022-01-27,January,2022,Q1,Thursday,0,27
2022-01-28,January,2022,Q1,Friday,0,28
2022-01-29,January,2022,Q1,Saturday,0,29
2022-01-30,January,2022,Q1,Sunday,0,30
2022-01-31,January,2022,Q1,Monday,0,31
2022-02-01,February,2022,Q1,Tuesday,0,1
2022-02-02,February,2022,Q1,Wednesday,0,2
2022-02-03,February,2022,Q1,Thursday,0,3
2022-02-04,February,2022,Q1,Friday,0,4
2022-02-05,February,2022,Q1,Saturday,0,5
2022-02-06,February,2022,Q1,Sunday,0,6
2022-02-07,February,2022,Q1,Monday,0,7
2022-02-08,February,2022,Q1,Tuesday,0,8
2022-02-09,February,2022,Q1,Wednesday,0,9
2022-02-10,February,2022,Q1,Thursday,0,10
2022-02-11,February,2022,Q1,Friday,0,11
2022-02-12,February,2022,Q1,Saturday,0,12
2022-02-13,February,2022,Q1,Sunday,0,13
2022-02-14,February,2022,Q1,Monday,0,14
2022-02-15,February,2022,Q1,Tuesday,0,15
2022-02-16,February,2022,Q1,Wednesday,0,16
2022-02-17,February,2022,Q1,Thursday,0,17
2022-02-18,February,2022,Q1,Friday,0,18
2022-02-19,February,2022,Q1,Saturday,0,19
2022-02-20,February,2022,Q1,Sunday,0,20
2022-02-21,February,2022,Q1,Monday,0,21
2022-02-22,February,2022,Q1,Tuesday,0,22
2022-02-23,February,2022,Q1,Wednesday,0,23
2022-02-24,February,2022,Q1,Thursday,0,24
2022-02-25,February,2022,Q1,Friday,0,25
2022-02-26,February,2022,Q1,Saturday,0,26
2022-02-27,February,2022,Q1,Sunday,0,27
2022-02-28,February,2022,Q1,Monday,0,28
2022-03-01,March,2022,Q1,Tuesday,0,1
2022-03-02,March,2022,Q1,Wednesday,0,2
2022-03-03,March,2022,Q1,Thursday,0,3
2022-03-04,March,2022,Q1,Friday,0,4
2022-03-05,March,2022,Q1,Saturday,0,5
2022-03-06,March,2022,Q1,Sunday,0,6
2022-03-07,March,2022,Q1,Monday,0,7
2022-03-08,March,2022,Q1,Tuesday,0,8
2022-03-09,March,2022,Q1,Wednesday,0,9
2022-03-10,March,2022,Q1,Thursday,0,10
2022-03-11,March,2022,Q1,Friday,0,11
2022-03-12,March,2022,Q1,Saturday,0,12
2022-03-13,March,2022,Q1,Sunday,0,13
2022-03-14,March,2022,Q1,Monday,0,14
2022-03-15,March,2022,Q1,Tuesday,0,15
2022-03-16,March,2022,Q1,Wednesday,0,16
2022-03-17,March,2022,Q1,Thursday,0,17
2022-03-18,March,2022,Q1,Friday,1,18
2022-03-19,March,2022,Q1,Saturday,0,19
2022-03-20,March,2022,Q1,Sunday,0,20
2022-03-21,March,2022,Q1,Monday,0,21
2022-03-22,March,2022,Q1,Tuesday,0,22
2022-03-23,March,2022,Q1,Wednesday,0,23
2022-03-24,March,2022,Q1,Thursday,0,24
2022-03-25,March,2022,Q1,Friday,0,25
2022-03-26,March,2022,Q1,Saturday,0,26
2022-03-27,March,2022,Q1,Sunday,0,27
2022-03-28,March,2022,Q1,Monday,0,28
2022-03-29,March,2022,Q1,Tuesday,0,29
2022-03-30,March,2022,Q1,Wednesday,0,30
2022-03-31,March,2022,Q1,Thursday,0,31
2022-04-01,April,2022,Q2,Friday,0,1
2022-04-02,April,2022,Q2,Saturday,0,2
2022-04-03,April,2022,Q2,Sunday,0,3
2022-04-04,April,2022,Q2,Monday,0,4
2022-04-05,April,2022,Q2,Tuesday,0,5
2022-04-06,April,2022,Q2,Wednesday,0,6
2022-04-07,April,2022,Q2,Thursday,0,7
2022-04-08,April,2022,Q2,Friday,0,8
2022-04-09,April,2022,Q2,Saturday,0,9
2022-04-10,April,2022,Q2,Sunday,0,10
2022-04-11,April,2022,Q2,Monday,0,11
2022-04-12,April,2022,Q2,Tuesday,0,12
2022-04-13,April,2022,Q2,Wednesday,0,13
2022-04-14,April,2022,Q2,Thursday,1,14
2022-04-15,April,2022,Q2,Friday,0,15
2022-04-16,April,2022,Q2,Saturday,0,16
2022-04-17,April,2022,Q2,Sunday,0,17
2022-04-18,April,2022,Q2,Monday,0,18
2022-04-19,April,2022,Q2,Tuesday,0,19
2022-04-20,April,2022,Q2,Wednesday,0,20
2022-04-21,April,2022,Q2,Thursday,1,21
2022-04-22,April,2022,Q2,Friday,0,22
2022-04-23,April,2022,Q2,Saturday,0,23
2022-04-24,April,2022,Q2,Sunday,0,24
2022-04-25,April,2022,Q2,Monday,0,25
2022-04-26,April,2022,Q2,Tuesday,0,26
2022-04-27,April,2022,Q2,Wednesday,0,27
2022-04-28,April,2022,Q2,Thursday,0,28
2022-04-29,April,2022,Q2,Friday,0,29
2022-04-30,April,2022,Q2,Saturday,0,30
2022-05-01,May,2022,Q2,Sunday,1,1
2022-05-02,May,2022,Q2,Monday,0,2
2022-05-03,May,2022,Q2,Tuesday,0,3
2022-05-04,May,2022,Q2,Wednesday,0,4
2022-05-05,May,2022,Q2,Thursday,0,5
2022-05-06,May,2022,Q2,Friday,0,6
2022-05-07,May,2022,Q2,Saturday,0,7
2022-05-08,May,2022,Q2,Sunday,0,8
2022-05-09,May,2022,Q2,Monday,0,9
2022-05-10,May,2022,Q2,Tuesday,0,10
2022-05-11,May,2022,Q2,Wednesday,0,11
2022-05-12,May,2022,Q2,Thursday,0,12
2022-05-13,May,2022,Q2,Friday,0,13
2022-05-14,May,2022,Q2,Saturday,0,14
2022-05-15,May,2022,Q2,Sunday,0,15
2022-05-16,May,2022,Q2,Monday,0,16
2022-05-17,May,2022,Q2,Tuesday,0,17
2022-05-18,May,2022,Q2,Wednesday,0,18
2022-05-19,May,2022,Q2,Thursday,0,19
2022-05-20,May,2022,Q2,Friday,0,20
2022-05-21,May,2022,Q2,Saturday,0,21
2022-05-22,May,2022,Q2,Sunday,0,22
2022-05-23,May,2022,Q2,Monday,0,23
2022-05-24,May,2022,Q2,Tuesday,0,24
2022-05-25,May,2022,Q2,Wednesday,0,25
2022-05-26,May,2022,Q2,Thursday,0,26
2022-05-27,May,2022,Q2,Friday,0,27
2022-05-28,May,2022,Q2,Saturday,0,28
2022-05-29,May,2022,Q2,Sunday,0,29
2022-05-30,May,2022,Q2,Monday,0,30
2022-05-31,May,2022,Q2,Tuesday,0,31
2022-06-01,June,2022,Q2,Wednesday,0,1
2022-06-02,June,2022,Q2,Thursday,1,2
2022-06-03,June,2022,Q2,Friday,0,3
2022-06-04,June,2022,Q2,Saturday,0,4
2022-06-05,June,2022,Q2,Sunday,0,5
2022-06-06,June,2022,Q2,Monday,0,6
2022-06-07,June,2022,Q2,Tuesday,0,7
2022-06-08,June,2022,Q2,Wednesday,0,8
2022-06-09,June,2022,Q2,Thursday,0,9
2022-06-10,June,2022,Q2,Friday,0,10
2022-06-11,June,2022,Q2,Saturday,0,11
2022-06-12,June,2022,Q2,Sunday,0,12
2022-06-13,June,2022,Q2,Monday,0,13
2022-06-14,June,2022,Q2,Tuesday,0,14
2022-06-15,June,2022,Q2,Wednesday,0,15
2022-06-16,June,2022,Q2,Thursday,0,16
2022-06-17,June,2022,Q2,Friday,0,17
2022-06-18,June,2022,Q2,Saturday,0,18
2022-06-19,June,2022,Q2,Sunday,0,19
2022-06-20,June,2022,Q2,Monday,0,20
2022-06-21,June,2022,Q2,Tuesday,0,21
2022-06-22,June,2022,Q2,Wednesday,0,22
2022-06-23,June,2022,Q2,Thursday,0,23
2022-06-24,June,2022,Q2,Friday,0,24
2022-06-25,June,2022,Q2,Saturday,0,25
2022-06-26,June,2022,Q2,Sunday,0,26
2022-06-27,June,2022,Q2,Monday,0,27
2022-06-28,June,2022,Q2,Tuesday,0,28
2022-06-29,June,2022,Q2,Wednesday,0,29
2022-06-30,June,2022,Q2,Thursday,0,30
2022-07-01,July,2022,Q3,Friday,0,1
2022-07-02,July,2022,Q3,Saturday,0,2
2022-07-03,July,2022,Q3,Sunday,0,3
2022-07-04,July,2022,Q3,Monday,0,4
2022-07-05,July,2022,Q3,Tuesday,0,5
2022-07-06,July,2022,Q3,Wednesday,0,6
2022-07-07,July,2022,Q3,Thursday,0,7
2022-07-08,July,2022,Q3,Friday,0,8
2022-07-09,July,2022,Q3,Saturday,0,9
2022-07-10,July,2022,Q3,Sunday,0,10
2022-07-11,July,2022,Q3,Monday,0,11
2022-07-12,July,2022,Q3,Tuesday,0,12
2022-07-13,July,2022,Q3,Wednesday,0,13
2022-07-14,July,2022,Q3,Thursday,0,14
2022-07-15,July,2022,Q3,Friday,0,15
2022-07-16,July,2022,Q3,Saturday,0,16
2022-07-17,July,2022,Q3,Sunday,0,17
2022-07-18,July,2022,Q3,Monday,0,18
2022-07-19,July,2022,Q3,Tuesday,0,19
2022-07-20,July,2022,Q3,Wednesday,0,20
2022-07-21,July,2022,Q3,Thursday,0,21
2022-07-22,July,2022,Q3,Friday,0,22
2022-07-23,July,2022,Q3,Saturday,0,23
2022-07-24,July,2022,Q3,Sunday,0,24
2022-07-25,July,2022,Q3,Monday,0,25
2022-07-26,July,2022,Q3,Tuesday,0,26
2022-07-27,July,2022,Q3,Wednesday,0,27
2022-07-28,July,2022,Q3,Thursday,0,28
2022-07-29,July,2022,Q3,Friday,0,29
2022-07-30,July,2022,Q3,Saturday,0,30
2022-07-31,July,2022,Q3,Sunday,0,31
2022-08-01,August,2022,Q3,Monday,0,1
2022-08-02,August,2022,Q3,Tuesday,0,2
2022-08-03,August,2022,Q3,Wednesday,0,3
2022-08-04,August,2022,Q3,Thursday,0,4
2022-08-05,August,2022,Q3,Friday,0,5
2022-08-06,August,2022,Q3,Saturday,0,6
2022-08-07,August,2022,Q3,Sunday,0,7
2022-08-08,August,2022,Q3,Monday,0,8
2022-08-09,August,2022,Q3,Tuesday,0,9
2022-08-10,August,2022,Q3,Wednesday,0,10
2022-08-11,August,2022,Q3,Thursday,0,11
2022-08-12,August,2022,Q3,Friday,0,12
2022-08-13,August,2022,Q3,Saturday,0,13
2022-08-14,August,2022,Q3,Sunday,0,14
2022-08-15,August,2022,Q3,Monday,1,15
2022-08-16,August,2022,Q3,Tuesday,0,16
2022-08-17,August,2022,Q3,Wednesday,0,17
2022-08-18,August,2022,Q3,Thursday,0,18
2022-08-19,August,2022,Q3,Friday,0,19
2022-08-20,August,2022,Q3,Saturday,0,20
2022-08-21,August,2022,Q3,Sunday,0,21
2022-08-22,August,2022,Q3,Monday,0,22
2022-08-23,August,2022,Q3,Tuesday,0,23
2022-08-24,August,2022,Q3,Wednesday,0,24
2022-08-25,August,2022,Q3,Thursday,0,25
2022-08-26,August,2022,Q3,Friday,0,26
2022-08-27,August,2022,Q3,Saturday,0,27
2022-08-28,August,2022,Q3,Sunday,0,28
2022-08-29,August,2022,Q3,Monday,0,29
2022-08-30,August,2022,Q3,Tuesday,0,30
2022-08-31,August,2022,Q3,Wednesday,0,31
2022-09-01,September,2022,Q3,Thursday,0,1
2022-09-02,September,2022,Q3,Friday,0,2
2022-09-03,September,2022,Q3,Saturday,0,3
2022-09-04,September,2022,Q3,Sunday,0,4
2022-09-05,September,2022,Q3,Monday,0,5
2022-09-06,September,2022,Q3,Tuesday,0,6
2022-09-07,September,2022,Q3,Wednesday,0,7
2022-09-08,September,2022,Q3,Thursday,0,8
2022-09-09,September,2022,Q3,Friday,0,9
2022-09-10,September,2022,Q3,Saturday,0,10
2022-09-11,September,2022,Q3,Sunday,0,11
2022-09-12,September,2022,Q3,Monday,0,12
2022-09-13,September,2022,Q3,Tuesday,0,13
2022-09-14,September,2022,Q3,Wednesday,0,14
2022-09-15,September,2022,Q3,Thursday,0,15
2022-09-16,September,2022,Q3,Friday,0,16
2022-09-17,September,2022,Q3,Saturday,0,17
2022-09-18,September,2022,Q3,Sunday,0,18
2022-09-19,September,2022,Q3,Monday,0,19
2022-09-20,September,2022,Q3,Tuesday,0,20
2022-09-21,September,2022,Q3,Wednesday,0,21
2022-09-22,September,2022,Q3,Thursday,0,22
2022-09-23,September,2022,Q3,Friday,0,23
2022-09-24,September,2022,Q3,Saturday,0,24
2022-09-25,September,2022,Q3,Sunday,0,25
2022-09-26,September,2022,Q3,Monday,0,26
2022-09-27,September,2022,Q3,Tuesday,0,27
2022-09-28,September,2022,Q3,Wednesday,0,28
2022-09-29,September,2022,Q3,Thursday,0,29
2022-09-30,September,2022,Q3,Friday,0,30
2022-10-01,October,2022,Q4,Saturday,0,1
2022-10-02,October,2022,Q4,Sunday,1,2
2022-10-03,October,2022,Q4,Monday,0,3
2022-10-04,October,2022,Q4,Tuesday,0,4
2022-10-05,October,2022,Q4,Wednesday,0,5
2022-10-06,October,2022,Q4,Thursday,0,6
2022-10-07,October,2022,Q4,Friday,0,7
2022-10-08,October,2022,Q4,Saturday,0,8
2022-10-09,October,2022,Q4,Sunday,0,9
2022-10-10,October,2022,Q4,Monday,0,10
2022-10-11,October,2022,Q4,Tuesday,0,11
2022-10-12,October,2022,Q4,Wednesday,0,12
2022-10-13,October,2022,Q4,Thursday,0,13
2022-10-14,October,2022,Q4,Friday,0,14
2022-10-15,October,2022,Q4,Saturday,0,15
2022-10-16,October,2022,Q4,Sunday,0,16
2022-10-17,October,2022,Q4,Monday,0,17
2022-10-18,October,2022,Q4,Tuesday,0,18
2022-10-19,October,2022,Q4,Wednesday,0,19
2022-10-20,October,2022,Q4,Thursday,0,20
2022-10-21,October,2022,Q4,Friday,0,21
2022-10-22,October,2022,Q4,Saturday,0,22
2022-10-23,October,2022,Q4,Sunday,0,23
2022-10-24,October,2022,Q4,Monday,0,24
2022-10-25,October,2022,Q4,Tuesday,0,25
2022-10-26,October,2022,Q4,Wednesday,0,26
2022-10-27,October,2022,Q4,Thursday,0,27
2022-10-28,October,2022,Q4,Friday,0,28
2022-10-29,October,2022,Q4,Saturday,0,29
2022-10-30,October,2022,Q4,Sunday,0,30
2022-10-31,October,2022,Q4,Monday,0,31
2022-11-01,November,2022,Q4,Tuesday,1,1
2022-11-02,November,2022,Q4,Wednesday,0,2
2022-11-03,November,2022,Q4,Thursday,0,3
2022-11-04,November,2022,Q4,Friday,0,4
2022-11-05,November,2022,Q4,Saturday,0,5
2022-11-06,November,2022,Q4,Sunday,0,6
2022-11-07,November,2022,Q4,Monday,0,7
2022-11-08,November,2022,Q4,Tuesday,0,8
2022-11-09,November,2022,Q4,Wednesday,0,9
2022-11-10,November,2022,Q4,Thursday,0,10
2022-11-11,November,2022,Q4,Friday,0,11
2022-11-12,November,2022,Q4,Saturday,0,12
2022-11-13,November,2022,Q4,Sunday,0,13
2022-11-14,November,2022,Q4,Monday,0,14
2022-11-15,November,2022,Q4,Tuesday,0,15
2022-11-16,November,2022,Q4,Wednesday,0,16
2022-11-17,November,2022,Q4,Thursday,0,17
2022-11-18,November,2022,Q4,Friday,0,18
2022-11-19,November,2022,Q4,Saturday,0,19
2022-11-20,November,2022,Q4,Sunday,0,20
2022-11-21,November,2022,Q4,Monday,0,21
2022-11-22,November,2022,Q4,Tuesday,0,22
2022-11-23,November,2022,Q4,Wednesday,0,23
2022-11-24,November,2022,Q4,Thursday,0,24
2022-11-25,November,2022,Q4,Friday,0,25
2022-11-26,November,2022,Q4,Saturday,0,26
2022-11-27,November,2022,Q4,Sunday,0,27
2022-11-28,November,2022,Q4,Monday,0,28
2022-11-29,November,2022,Q4,Tuesday,0,29
2022-11-30,November,2022,Q4,Wednesday,0,30
2022-12-01,December,2022,Q4,Thursday,0,1
2022-12-02,December,2022,Q4,Friday,0,2
2022-12-03,December,2022,Q4,Saturday,0,3
2022-12-04,December,2022,Q4,Sunday,0,4
2022-12-05,December,2022,Q4,Monday,0,5
2022-12-06,December,2022,Q4,Tuesday,0,6
2022-12-07,December,2022,Q4,Wednesday,0,7
2022-12-08,December,2022,Q4,Thursday,0,8
2022-12-09,December,2022,Q4,Friday,0,9
2022-12-10,December,2022,Q4,Saturday,0,10
2022-12-11,December,2022,Q4,Sunday,0,11
2022-12-12,December,2022,Q4,Monday,0,12
2022-12-13,December,2022,Q4,Tuesday,0,13
2022-12-14,December,2022,Q4,Wednesday,0,14
2022-12-15,December,2022,Q4,Thursday,0,15
2022-12-16,December,2022,Q4,Friday,0,16
2022-12-17,December,2022,Q4,Saturday,0,17
2022-12-18,December,2022,Q4,Sunday,0,18
2022-12-19,December,2022,Q4,Monday,0,19
2022-12-20,December,2022,Q4,Tuesday,0,20
2022-12-21,December,2022,Q4,Wednesday,0,21
2022-12-22,December,2022,Q4,Thursday,0,22
2022-12-23,December,2022,Q4,Friday,0,23
2022-12-24,December,2022,Q4,Saturday,0,24
2022-12-25,December,2022,Q4,Sunday,1,25
2022-12-26,December,2022,Q4,Monday,0,26
2022-12-27,December,2022,Q4,Tuesday,0,27
2022-12-28,December,2022,Q4,Wednesday,0,28
2022-12-29,December,2022,Q4,Thursday,0,29
2022-12-30,December,2022,Q4,Friday,0,30
2022-12-31,December,2022,Q4,Saturday,0,31
2023-01-01,January,2023,Q1,Sunday,1,1
2023-01-02,January,2023,Q1,Monday,0,2
2023-01-03,January,2023,Q1,Tuesday,0,3
2023-01-04,January,2023,Q1,Wednesday,0,4
2023-01-05,January,2023,Q1,Thursday,0,5
2023-01-06,January,2023,Q1,Friday,0,6
2023-01-07,January,2023,Q1,Saturday,0,7
2023-01-08,January,2023,Q1,Sunday,0,8
2023-01-09,January,2023,Q1,Monday,0,9
2023-01-10,January,2023,Q1,Tuesday,0,10
2023-01-11,January,2023,Q1,Wednesday,0,11
2023-01-12,January,2023,Q1,Thursday,0,12
2023-01-13,January,2023,Q1,Friday,0,13
2023-01-14,January,2023,Q1,Saturday,0,14
2023-01-15,January,2023,Q1,Sunday,0,15
2023-01-16,January,2023,Q1,Monday,0,16
2023-01-17,January,2023,Q1,Tuesday,0,17
2023-01-18,January,2023,Q1,Wednesday,0,18
2023-01-19,January,2023,Q1,Thursday,0,19
2023-01-20,January,2023,Q1,Friday,0,20
2023-01-21,January,2023,Q1,Saturday,0,21
2023-01-22,January,2023,Q1,Sunday,0,22
2023-01-23,January,2023,Q1,Monday,0,23
2023-01-24,January,2023,Q1,Tuesday,0,24
2023-01-25,January,2023,Q1,Wednesday,0,25
2023-01-26,January,2023,Q1,Thursday,1,26
2023-01-27,January,2023,Q1,Friday,0,27
2023-01-28,January,2023,Q1,Saturday,0,28
2023-01-29,January,2023,Q1,Sunday,0,29
2023-01-30,January,2023,Q1,Monday,0,30
2023-01-31,January,2023,Q1,Tuesday,0,31
2023-02-01,February,2023,Q1,Wednesday,0,1
2023-02-02,February,2023,Q1,Thursday,0,2
2023-02-03,February,2023,Q1,Friday,0,3
2023-02-04,February,2023,Q1,Saturday,0,4
2023-02-05,February,2023,Q1,Sunday,0,5
2023-02-06,February,2023,Q1,Monday,0,6
2023-02-07,February,2023,Q1,Tuesday,0,7
2023-02-08,February,2023,Q1,Wednesday,0,8
2023-02-09,February,2023,Q1,Thursday,0,9
2023-02-10,February,2023,Q1,Friday,0,10
2023-02-11,February,2023,Q1,Saturday,0,11
2023-02-12,February,2023,Q1,Sunday,0,12
2023-02-13,February,2023,Q1,Monday,0,13
2023-02-14,February,2023,Q1,Tuesday,0,14
2023-02-15,February,2023,Q1,Wednesday,0,15
2023-02-16,February,2023,Q1,Thursday,0,16
2023-02-17,February,2023,Q1,Friday,0,17
2023-02-18,February,2023,Q1,Saturday,0,18
2023-02-19,February,2023,Q1,Sunday,0,19
2023-02-20,February,2023,Q1,Monday,0,20
2023-02-21,February,2023,Q1,Tuesday,0,21
2023-02-22,February,2023,Q1,Wednesday,0,22
2023-02-23,February,2023,Q1,Thursday,0,23
2023-02-24,February,2023,Q1,Friday,0,24
2023-02-25,February,2023,Q1,Saturday,0,25
2023-02-26,February,2023,Q1,Sunday,0,26
2023-02-27,February,2023,Q1,Monday,0,27
2023-02-28,February,2023,Q1,Tuesday,0,28
2023-03-01,March,2023,Q1,Wednesday,0,1
2023-03-02,March,2023,Q1,Thursday,0,2
2023-03-03,March,2023,Q1,Friday,0,3
2023-03-04,March,2023,Q1,Saturday,0,4
2023-03-05,March,2023,Q1,Sunday,0,5
2023-03-06,March,2023,Q1,Monday,0,6
2023-03-07,March,2023,Q1,Tuesday,0,7
2023-03-08,March,2023,Q1,Wednesday,0,8
2023-03-09,March,2023,Q1,Thursday,0,9
2023-03-10,March,2023,Q1,Friday,0,10
2023-03-11,March,2023,Q1,Saturday,0,11
2023-03-12,March,2023,Q1,Sunday,0,12
2023-03-13,March,2023,Q1,Monday,0,13
2023-03-14,March,2023,Q1,Tuesday,0,14
2023-03-15,March,2023,Q1,Wednesday,0,15
2023-03-16,March,2023,Q1,Thursday,0,16
2023-03-17,March,2023,Q1,Friday,0,17
2023-03-18,March,2023,Q1,Saturday,1,18
2023-03-19,March,2023,Q1,Sunday,0,19
2023-03-20,March,2023,Q1,Monday,0,20
2023-03-21,March,2023,Q1,Tuesday,0,21
2023-03-22,March,2023,Q1,Wednesday,0,22
2023-03-23,March,2023,Q1,Thursday,0,23
2023-03-24,March,2023,Q1,Friday,0,24
2023-03-25,March,2023,Q1,Saturday,0,25
2023-03-26,March,2023,Q1,Sunday,0,26
2023-03-27,March,2023,Q1,Monday,0,27
2023-03-28,March,2023,Q1,Tuesday,0,28
2023-03-29,March,2023,Q1,Wednesday,0,29
2023-03-30,March,2023,Q1,Thursday,0,30
2023-03-31,March,2023,Q1,Friday,0,31
2023-04-01,April,2023,Q2,Saturday,0,1
2023-04-02,April,2023,Q2,Sunday,0,2
2023-04-03,April,2023,Q2,Monday,0,3
2023-04-04,April,2023,Q2,Tuesday,0,4
2023-04-05,April,2023,Q2,Wednesday,0,5
2023-04-06,April,2023,Q2,Thursday,0,6
2023-04-07,April,2023,Q2,Friday,0,7
2023-04-08,April,2023,Q2,Saturday,0,8
2023-04-09,April,2023,Q2,Sunday,0,9
2023-04-10,April,2023,Q2,Monday,0,10
2023-04-11,April,2023,Q2,Tuesday,0,11
2023-04-12,April,2023,Q2,Wednesday,0,12
2023-04-13,April,2023,Q2,Thursday,0,13
2023-04-14,April,2023,Q2,Friday,1,14
2023-04-15,April,2023,Q2,Saturday,0,15
2023-04-16,April,2023,Q2,Sunday,0,16
2023-04-17,April,2023,Q2,Monday,0,17
2023-04-18,April,2023,Q2,Tuesday,0,18
2023-04-19,April,2023,Q2,Wednesday,0,19
2023-04-20,April,2023,Q2,Thursday,0,20
2023-04-21,April,2023,Q2,Friday,1,21
2023-04-22,April,2023,Q2,Saturday,0,22
2023-04-23,April,2023,Q2,Sunday,0,23
2023-04-24,April,2023,Q2,Monday,0,24
2023-04-25,April,2023,Q2,Tuesday,0,25
2023-04-26,April,2023,Q2,Wednesday,0,26
2023-04-27,April,2023,Q2,Thursday,0,27
2023-04-28,April,2023,Q2,Friday,0,28
2023-04-29,April,2023,Q2,Saturday,0,29
2023-04-30,April,2023,Q2,Sunday,0,30
2023-05-01,May,2023,Q2,Monday,1,1
2023-05-02,May,2023,Q2,Tuesday,0,2
2023-05-03,May,2023,Q2,Wednesday,0,3
2023-05-04,May,2023,Q2,Thursday,0,4
2023-05-05,May,2023,Q2,Friday,0,5
2023-05-06,May,2023,Q2,Saturday,0,6
2023-05-07,May,2023,Q2,Sunday,0,7
2023-05-08,May,2023,Q2,Monday,0,8
2023-05-09,May,2023,Q2,Tuesday,0,9
2023-05-10,May,2023,Q2,Wednesday,0,10
2023-05-11,May,2023,Q2,Thursday,0,11
2023-05-12,May,2023,Q2,Friday,0,12
2023-05-13,May,2023,Q2,Saturday,0,13
2023-05-14,May,2023,Q2,Sunday,0,14
2023-05-15,May,2023,Q2,Monday,0,15
2023-05-16,May,2023,Q2,Tuesday,0,16
2023-05-17,May,2023,Q2,Wednesday,0,17
2023-05-18,May,2023,Q2,Thursday,0,18
2023-05-19,May,2023,Q2,Friday,0,19
2023-05-20,May,2023,Q2,Saturday,0,20
2023-05-21,May,2023,Q2,Sunday,0,21
2023-05-22,May,2023,Q2,Monday,0,22
2023-05-23,May,2023,Q2,Tuesday,0,23
2023-05-24,May,2023,Q2,Wednesday,0,24
2023-05-25,May,2023,Q2,Thursday,0,25
2023-05-26,May,2023,Q2,Friday,0,26
2023-05-27,May,2023,Q2,Saturday,0,27
2023-05-28,May,2023,Q2,Sunday,0,28
2023-05-29,May,2023,Q2,Monday,0,29
2023-05-30,May,2023,Q2,Tuesday,0,30
2023-05-31,May,2023,Q2,Wednesday,0,31
2023-06-01,June,2023,Q2,Thursday,0,1
2023-06-02,June,2023,Q2,Friday,1,2
2023-06-03,June,2023,Q2,Saturday,0,3
2023-06-04,June,2023,Q2,Sunday,0,4
2023-06-05,June,2023,Q2,Monday,0,5
2023-06-06,June,2023,Q2,Tuesday,0,6
2023-06-07,June,2023,Q2,Wednesday,0,7
2023-06-08,June,2023,Q2,Thursday,0,8
2023-06-09,June,2023,Q2,Friday,0,9
2023-06-10,June,2023,Q2,Saturday,0,10
2023-06-11,June,2023,Q2,Sunday,0,11
2023-06-12,June,2023,Q2,Monday,0,12
2023-06-13,June,2023,Q2,Tuesday,0,13
2023-06-14,June,2023,Q2,Wednesday,0,14
2023-06-15,June,2023,Q2,Thursday,0,15
2023-06-16,June,2023,Q2,Friday,0,16
2023-06-17,June,2023,Q2,Saturday,0,17
2023-06-18,June,2023,Q2,Sunday,0,18
2023-06-19,June,2023,Q2,Monday,0,19
2023-06-20,June,2023,Q2,Tuesday,0,20
2023-06-21,June,2023,Q2,Wednesday,0,21
2023-06-22,June,2023,Q2,Thursday,0,22
2023-06-23,June,2023,Q2,Friday,0,23
2023-06-24,June,2023,Q2,Saturday,0,24
2023-06-25,June,2023,Q2,Sunday,0,25
2023-06-26,June,2023,Q2,Monday,0,26
2023-06-27,June,2023,Q2,Tuesday,0,27
2023-06-28,June,2023,Q2,Wednesday,0,28
2023-06-29,June,2023,Q2,Thursday,0,29
2023-06-30,June,2023,Q2,Friday,0,30
2023-07-01,July,2023,Q3,Saturday,0,1
2023-07-02,July,2023,Q3,Sunday,0,2
2023-07-03,July,2023,Q3,Monday,0,3
2023-07-04,July,2023,Q3,Tuesday,0,4
2023-07-05,July,2023,Q3,Wednesday,0,5
2023-07-06,July,2023,Q3,Thursday,0,6
2023-07-07,July,2023,Q3,Friday,0,7
2023-07-08,July,2023,Q3,Saturday,0,8
2023-07-09,July,2023,Q3,Sunday,0,9
2023-07-10,July,2023,Q3,Monday,0,10
2023-07-11,July,2023,Q3,Tuesday,0,11
2023-07-12,July,2023,Q3,Wednesday,0,12
2023-07-13,July,2023,Q3,Thursday,0,13
2023-07-14,July,2023,Q3,Friday,0,14
2023-07-15,July,2023,Q3,Saturday,0,15
2023-07-16,July,2023,Q3,Sunday,0,16
2023-07-17,July,2023,Q3,Monday,0,17
2023-07-18,July,2023,Q3,Tuesday,0,18
2023-07-19,July,2023,Q3,Wednesday,0,19
2023-07-20,July,2023,Q3,Thursday,0,20
2023-07-21,July,2023,Q3,Friday,0,21
2023-07-22,July,2023,Q3,Saturday,0,22
2023-07-23,July,2023,Q3,Sunday,0,23
2023-07-24,July,2023,Q3,Monday,0,24
2023-07-25,July,2023,Q3,Tuesday,0,25
2023-07-26,July,2023,Q3,Wednesday,0,26
2023-07-27,July,2023,Q3,Thursday,0,27
2023-07-28,July,2023,Q3,Friday,0,28
2023-07-29,July,2023,Q3,Saturday,0,29
2023-07-30,July,2023,Q3,Sunday,0,30
2023-07-31,July,2023,Q3,Monday,0,31
