TicketID,CreatedDate,ClosedDate,AgencyName,ComplaintType,Status,Latitude,Longitude,ZipCode,ResolutionDays,ReopenCount,SeverityScore,SentimentScore,CostEstimate,PopulationDensity,SLAStatus,SLA_Compliant,Year,Month,Quarter
TG-19286,2021-12-10,2021-12-19,TSIIC,Industrial Pollution,Closed,17.823478,80.581628,506001,9,0,7.08,-0.071,150415.61,2563.5,Within SLA,Late,2021,December,4
TG-19287,2021-04-08,,GHMC,Footpath Encroachment,Pending,19.231731,78.178835,503185,12,0,5.83,-0.054,8803.09,1007.8,Breached,Open,2021,April,2
TG-19288,2021-07-23,,Roads & Buildings,Road Cave-in,Open,19.839663,80.228072,500001,4,0,9.71,-0.595,80970.67,14768.5,Within SLA,Open,2021,July,3
TG-19289,2021-12-09,2021-12-20,Public Health,Mosquito Breeding,Closed,19.730015,80.473949,505327,11,0,7.82,0.249,19317.35,980.3,Breached,Late,2021,December,4
TG-19290,2021-06-15,2021-06-17,HMWS&SB,Water Pipeline Leakage,Closed,17.387259,77.378309,500039,2,0,8.93,0.167,50673.0,7978.7,Within SLA,Late,2021,June,2
TG-19291,2021-05-07,2021-05-15,Agriculture Department,Crop Damage Compensation,Closed,19.876279,78.705094,504001,8,0,7.92,0.083,80932.86,442.6,Within SLA,Late,2021,May,2
TG-19292,2021-09-12,,HMWS&SB,Water Pipeline Leakage,Open,19.272557,80.759723,500016,3,0,6.61,0.242,22818.88,17599.1,Within SLA,Open,2021,September,3
TG-19293,2021-02-13,2021-03-07,Transport Department,Vehicle Registration Delay,Closed,18.650288,80.396993,500018,22,0,2.83,0.009,4323.55,9492.7,Breached,Late,2021,February,1
TG-19294,2021-05-28,2021-06-13,TSIIC,Industrial Pollution,Closed,19.731327,79.468253,506167,16,0,8.33,0.015,98900.48,1071.0,Within SLA,Late,2021,May,2
TG-19295,2021-12-09,2022-02-09,TSIIC,Industrial Pollution,Closed,18.890442,81.245381,502001,62,1,8.45,-0.621,46769.8,747.6,Breached,Late,2021,December,4
TG-19296,2021-10-19,2021-11-03,GHMC,Garbage Not Collected,Closed,19.150523,80.695461,504251,15,1,5.52,-0.194,13466.91,534.3,Breached,Late,2021,October,4
TG-19297,2021-03-16,2021-03-28,Public Health,Hospital Staff Misconduct,Closed,19.529146,79.972352,508202,12,0,7.5,-0.349,35472.23,1927.4,Breached,Late,2021,March,1
TG-19298,2021-05-26,2021-06-12,Forest Department,Deforestation Complaint,Closed,18.568079,80.497843,500035,17,0,7.02,-0.678,37959.87,3707.9,Within SLA,Late,2021,May,2
TG-19299,2021-07-28,,Transport Department,Vehicle Registration Delay,Open,18.887767,79.930913,500004,8,0,4.73,-0.027,5458.38,17783.6,Within SLA,Open,2021,July,3
TG-19300,2021-11-21,2021-11-25,Public Health,Mosquito Breeding,Closed,16.723322,81.242317,507303,4,0,6.83,0.199,44807.68,479.4,Within SLA,Late,2021,November,4
TG-19301,2021-07-20,2021-07-27,GHMC,Streetlight Not Working,Closed,19.478632,77.378019,500018,7,0,3.8,0.14,6224.64,11835.1,Within SLA,Late,2021,July,3
TG-19302,2021-04-14,,HMWS&SB,Water Pipeline Leakage,Open,17.105887,77.34085,500039,5,2,8.15,-0.386,41195.74,4093.6,Within SLA,Open,2021,April,2
TG-19303,2021-02-15,,TSIIC,Industrial Pollution,Open,17.129599,79.529,506101,16,0,9.33,-0.373,46594.94,3256.3,Within SLA,Open,2021,February,1
TG-19304,2021-05-09,2021-05-11,HMWS&SB,Sewage Overflow,Closed,16.707493,77.684918,509336,2,0,7.84,0.339,41905.58,1603.2,Within SLA,Late,2021,May,2
TG-19305,2021-05-11,2021-05-12,TSSPDCL,Transformer Fault,Closed,16.744065,81.372753,500070,1,0,8.95,-0.064,87281.49,5666.6,Within SLA,Late,2021,May,2
TG-19306,2021-09-17,2021-09-27,Police Department,Noise Pollution,Closed,17.729,79.847615,500034,10,0,3.29,0.598,3762.11,11860.9,Within SLA,Late,2021,September,3
TG-19307,2021-05-24,2021-06-27,Revenue Department,Encroachment of Public Land,Closed,16.930327,81.35794,506003,34,1,6.8,-0.212,74460.52,3317.5,Breached,Late,2021,May,2
TG-19308,2021-02-12,2021-03-01,Food & Civil Supplies,Ration Card Issue,Closed,17.646498,79.017136,500058,17,2,6.25,-0.028,17139.8,7504.5,Breached,Late,2021,February,1
TG-19309,2021-08-03,2021-08-06,Roads & Buildings,Road Cave-in,Closed,17.025219,79.521423,503321,3,0,8.86,0.299,99713.68,1865.2,Within SLA,Late,2021,August,3
TG-19310,2021-02-18,2021-02-27,HMWS&SB,Water Supply Disruption,Closed,19.262941,78.239121,500033,9,0,9.18,-0.528,62987.04,17674.6,Breached,Late,2021,February,1
TG-19311,2021-06-19,2021-06-24,TSSPDCL,Transformer Fault,Closed,17.177642,77.571467,500003,5,0,7.68,-0.329,63837.82,10960.0,Breached,Late,2021,June,2
TG-19312,2021-05-14,2021-05-17,TSNPDCL,Electricity Meter Tampering,Closed,18.592567,80.167285,500033,3,0,7.7,0.105,81661.26,16658.0,Within SLA,Late,2021,May,2
TG-19313,2021-01-13,2021-01-15,Public Health,Hospital Staff Misconduct,Closed,18.762214,80.938096,501401,2,0,8.87,0.117,55835.11,7046.9,Within SLA,Late,2021,January,1
TG-19314,2021-10-08,2021-10-12,Labour Department,Labour Wage Dispute,Closed,17.263202,79.494451,505001,4,0,8.94,0.301,49864.27,957.1,Within SLA,Late,2021,October,4
TG-19315,2021-04-17,2021-04-19,Public Health,Mosquito Breeding,Closed,18.852342,80.34976,505325,2,0,6.31,0.184,66477.63,1805.4,Within SLA,Late,2021,April,2
TG-19316,2021-02-13,2021-02-20,TSRTC,Bus Route Irregularity,Closed,17.201942,81.30286,500002,7,0,2.27,0.772,1738.6,12845.7,Within SLA,Late,2021,February,1
TG-19317,2021-02-13,2021-02-17,Education Department,School Infrastructure Issue,Closed,19.499098,78.835198,508202,4,0,6.82,-0.018,20222.97,436.7,Within SLA,Late,2021,February,1
TG-19318,2021-01-01,,HMWS&SB,Sewage Overflow,Pending,17.462753,80.966023,506167,8,0,7.75,-0.216,157103.07,3448.1,Breached,Open,2021,January,1
TG-19319,2021-09-22,2021-10-01,Labour Department,Labour Wage Dispute,Closed,17.97845,81.096525,500018,9,0,6.36,0.306,35144.19,15405.8,Within SLA,Late,2021,September,3
TG-19320,2021-03-09,,GHMC,Garbage Not Collected,Open,19.486965,81.261523,501401,6,0,3.65,-0.002,13937.13,5985.9,Within SLA,Open,2021,March,1
TG-19321,2021-09-08,2021-09-09,HMDA,Illegal Construction,Closed,16.950428,78.217864,500008,1,0,8.14,-0.033,46916.29,12786.9,Within SLA,Late,2021,September,3
TG-19322,2021-08-04,2021-08-25,Food & Civil Supplies,Food Adulteration,Closed,16.757205,78.694318,501301,21,0,7.99,-0.052,62933.11,4757.3,Breached,Late,2021,August,3
TG-19323,2021-12-27,2022-01-01,GHMC,Drainage Blockage,Closed,19.191776,80.296501,500008,5,0,7.09,-0.226,70543.97,8330.1,Within SLA,Late,2021,December,4
TG-19324,2021-09-26,2021-10-05,Roads & Buildings,Road Cave-in,Closed,17.497623,78.416208,500001,9,0,9.95,0.383,175529.35,15123.8,Within SLA,Late,2021,September,3
TG-19325,2021-02-12,2021-02-25,GHMC,Drainage Blockage,Closed,19.17959,77.834981,502319,13,0,7.33,-0.592,35213.06,1671.2,Breached,Late,2021,February,1
TG-19326,2021-12-06,,Roads & Buildings,Road Cave-in,Open,18.778048,78.500835,502220,1,0,9.34,0.253,61686.79,1240.4,Within SLA,Open,2021,December,4
TG-19327,2021-06-26,,Police Department,Noise Pollution,Open,16.760762,77.377863,502319,2,0,2.49,0.282,884.84,2156.3,Within SLA,Open,2021,June,2
TG-19328,2021-09-19,2021-10-08,Roads & Buildings,Pothole on Road,Closed,17.165523,78.509452,501301,19,0,6.19,0.41,60198.38,8014.2,Breached,Late,2021,September,3
TG-19329,2021-03-22,,Revenue Department,Encroachment of Public Land,Pending,17.666102,78.820436,509103,58,0,5.92,0.143,13774.73,840.3,Breached,Open,2021,March,1
TG-19330,2021-11-01,2021-11-22,Water Resources,Borewell Water Contamination,Closed,16.838501,80.462211,500001,21,0,8.38,-0.057,97987.54,10867.0,Within SLA,Late,2021,November,4
TG-19331,2021-05-12,2021-05-14,Food & Civil Supplies,Food Adulteration,Closed,17.35268,78.531417,507001,2,0,7.88,-0.241,89340.8,1446.4,Within SLA,Late,2021,May,2
TG-19332,2021-12-26,2021-12-28,Labour Department,Labour Wage Dispute,Closed,17.539888,81.26854,506001,2,0,6.8,0.082,58405.52,1927.2,Within SLA,Late,2021,December,4
TG-19333,2021-02-27,2021-03-14,HMWS&SB,Water Pipeline Leakage,Closed,18.12953,80.88394,506101,15,0,7.62,-0.546,22886.7,1199.4,Breached,Late,2021,February,1
TG-19334,2021-01-28,2021-02-07,Labour Department,Labour Wage Dispute,Closed,19.421799,79.923089,500008,10,0,6.7,-0.05,57416.5,14987.1,Within SLA,Late,2021,January,1
TG-19335,2021-08-10,2021-08-13,TSSPDCL,Power Outage,Closed,17.943375,79.940035,500016,3,0,6.66,0.425,29656.35,12819.9,Within SLA,Late,2021,August,3
TG-19336,2021-01-16,,TSSPDCL,Transformer Fault,Open,17.158898,77.570055,500004,2,1,6.77,0.161,52721.03,12344.9,Within SLA,Open,2021,January,1
TG-19337,2021-07-09,2021-07-10,TSSPDCL,Power Outage,Closed,19.711364,79.746541,505001,1,0,8.13,-0.048,78549.64,1118.6,Within SLA,Late,2021,July,3
TG-19338,2021-03-12,2021-04-04,TSIIC,Industrial Pollution,Closed,19.821976,77.310389,501218,23,0,7.28,0.041,88978.26,4612.6,Within SLA,Late,2021,March,1
TG-19339,2021-01-08,2021-01-09,Food & Civil Supplies,Food Adulteration,Closed,18.623981,77.482942,505172,1,0,8.4,0.16,142685.38,2929.1,Within SLA,Late,2021,January,1
TG-19340,2021-04-29,2021-06-14,Water Resources,Borewell Water Contamination,Closed,16.605269,80.606937,500001,46,0,9.19,-0.704,195155.69,12110.3,Breached,Late,2021,April,2
TG-19341,2021-08-12,,HMWS&SB,Water Supply Disruption,Pending,19.827069,77.812798,500008,10,0,7.95,-0.225,66105.15,14383.3,Breached,Open,2021,August,3
TG-19342,2021-06-12,,Panchayati Raj,Rural Road Damage,Pending,16.731115,77.776808,506167,16,0,6.29,0.008,15666.82,2852.1,Breached,Open,2021,June,2
TG-19343,2021-04-17,2021-04-27,TSRTC,Bus Route Irregularity,Closed,18.332422,78.759303,500035,10,0,3.6,-0.36,3869.91,3900.9,Within SLA,Late,2021,April,2
TG-19344,2021-08-16,,HMWS&SB,Water Pipeline Leakage,Pending,17.301434,77.542324,500018,7,2,8.84,-0.612,38398.55,15097.4,Breached,Open,2021,August,3
TG-19345,2021-05-02,2021-05-05,TSSPDCL,Transformer Fault,Closed,17.272423,81.011285,507115,3,0,7.0,-0.304,18134.0,772.2,Within SLA,Late,2021,May,2
TG-19346,2021-02-18,2021-04-12,HMDA,Illegal Construction,Closed,17.023039,79.486252,501218,53,2,7.43,-0.253,16778.44,6328.5,Breached,Late,2021,February,1
TG-19347,2021-04-30,2021-05-04,Food & Civil Supplies,Ration Card Issue,Closed,19.444198,78.209444,500034,4,0,4.69,0.051,18346.56,15260.2,Within SLA,Late,2021,April,2
TG-19348,2021-05-29,2021-06-08,TSRTC,Bus Route Irregularity,Closed,19.070138,80.861486,501512,10,0,3.21,-0.222,1529.78,5479.6,Within SLA,Late,2021,May,2
TG-19349,2021-01-27,2021-01-28,TSRTC,Bus Route Irregularity,Closed,16.580039,77.790057,506001,1,0,4.22,0.018,2174.32,898.7,Within SLA,Late,2021,January,1
TG-19350,2021-09-24,2021-10-03,TSNPDCL,Electricity Meter Tampering,Closed,19.502868,79.794601,509209,9,2,5.88,0.007,62306.82,1512.2,Breached,Late,2021,September,3
TG-19351,2021-02-19,2021-02-23,Transport Department,Vehicle Registration Delay,Closed,19.13893,80.436927,503321,4,0,2.55,0.118,1121.99,2489.6,Within SLA,Late,2021,February,1
TG-19352,2021-01-04,,Labour Department,Labour Wage Dispute,Pending,17.456673,78.603238,501512,39,0,6.72,0.189,24024.27,6937.7,Breached,Open,2021,January,1
TG-19353,2021-10-05,,HMWS&SB,Water Supply Disruption,Pending,19.225554,80.718713,501218,10,0,9.09,-0.403,144863.39,5640.8,Breached,Open,2021,October,4
TG-19354,2021-09-27,2021-10-02,HMDA,Illegal Construction,Closed,16.947743,78.085337,509001,5,0,6.75,0.067,41629.43,947.0,Within SLA,Late,2021,September,3
TG-19355,2021-05-06,,HMWS&SB,Sewage Overflow,Open,18.493573,78.855575,506132,4,0,9.15,0.888,110241.75,1562.4,Within SLA,Open,2021,May,2
TG-19356,2021-01-16,,Food & Civil Supplies,Food Adulteration,Open,19.762359,80.827273,503111,1,2,7.92,0.08,53124.73,512.6,Within SLA,Open,2021,January,1
TG-19357,2021-10-19,2021-10-26,TSNPDCL,Electricity Meter Tampering,Closed,17.648503,79.255352,500035,7,1,7.75,-0.151,24177.18,8507.6,Breached,Late,2021,October,4
TG-19358,2021-06-07,2021-06-14,Police Department,Noise Pollution,Closed,18.625365,78.953317,501401,7,0,3.68,-0.066,2105.31,6733.6,Within SLA,Late,2021,June,2
TG-19359,2021-01-19,2021-01-21,GHMC,Footpath Encroachment,Closed,19.647908,79.927071,509001,2,0,4.86,-0.258,6650.15,479.6,Within SLA,Late,2021,January,1
TG-19360,2021-11-17,2021-11-19,TSSPDCL,Power Outage,Closed,19.860775,81.025302,500039,2,0,6.24,-0.065,37564.41,5818.9,Within SLA,Late,2021,November,4
TG-19361,2021-10-10,2021-10-22,Labour Department,Labour Wage Dispute,Closed,18.285335,79.730634,501301,12,0,8.41,0.166,71303.43,7248.8,Within SLA,Late,2021,October,4
TG-19362,2021-03-23,2021-03-24,TSSPDCL,Power Outage,Closed,17.715802,78.363242,506167,1,0,8.69,-0.017,92505.67,3950.6,Within SLA,Late,2021,March,1
TG-19363,2021-09-03,2021-09-17,Panchayati Raj,Rural Road Damage,Closed,16.783479,79.600959,501301,14,0,6.2,-0.292,35397.59,7874.6,Within SLA,Late,2021,September,3
TG-19364,2021-02-12,2021-02-14,Public Health,Mosquito Breeding,Closed,16.855803,80.376642,500004,2,0,7.4,0.317,28504.61,12680.5,Within SLA,Late,2021,February,1
TG-19365,2021-10-10,2021-10-16,Revenue Department,Encroachment of Public Land,Closed,18.78768,81.361368,502319,6,0,6.01,-0.256,32729.55,1252.6,Within SLA,Late,2021,October,4
TG-19366,2021-09-28,2021-10-11,Agriculture Department,Crop Damage Compensation,Closed,17.578969,80.783325,509209,13,0,6.74,-0.077,48020.84,538.8,Within SLA,Late,2021,September,3
TG-19367,2021-05-11,2021-05-14,Public Health,Hospital Staff Misconduct,Closed,17.771219,77.568877,500028,3,0,8.63,0.35,85367.71,11665.5,Within SLA,Late,2021,May,2
TG-19368,2021-05-08,,Revenue Department,Property Tax Dispute,Pending,17.054829,78.115293,500016,47,1,4.59,-0.611,5835.26,14085.8,Breached,Open,2021,May,2
TG-19369,2021-01-18,,TSRTC,Bus Route Irregularity,Pending,17.452134,79.661818,500088,17,1,2.73,-0.507,3457.0,4732.2,Breached,Open,2021,January,1
TG-19370,2021-01-11,2021-02-03,Transport Department,Vehicle Registration Delay,Closed,18.363032,79.479869,500018,23,1,4.92,-0.196,7452.17,13526.4,Breached,Late,2021,January,1
TG-19371,2021-12-18,2021-12-24,Food & Civil Supplies,Food Adulteration,Closed,17.469422,78.055284,501301,6,0,7.8,-0.315,153663.16,5164.3,Within SLA,Late,2021,December,4
TG-19372,2021-10-25,2021-10-27,Water Resources,Borewell Water Contamination,Closed,17.906666,79.99624,500088,2,0,9.34,0.247,199166.28,7165.0,Within SLA,Late,2021,October,4
TG-19373,2021-06-13,2021-06-15,Panchayati Raj,Rural Road Damage,Closed,17.477878,80.711963,508202,2,0,6.98,-0.079,58913.63,416.0,Within SLA,Late,2021,June,2
TG-19374,2021-05-28,,Labour Department,Labour Wage Dispute,Open,17.941764,78.880397,500033,17,0,8.75,0.343,79648.01,15558.6,Within SLA,Open,2021,May,2
TG-19375,2021-02-07,2021-02-13,Revenue Department,Property Tax Dispute,Closed,18.169234,81.3533,500004,6,0,4.61,0.186,18023.66,14733.1,Within SLA,Late,2021,February,1
TG-19376,2021-09-22,,Labour Department,Labour Wage Dispute,Pending,18.767051,79.99498,500035,23,0,8.51,-0.119,19194.91,3323.5,Breached,Open,2021,September,3
TG-19377,2021-07-02,2021-07-08,Food & Civil Supplies,Food Adulteration,Closed,18.248948,79.29962,502220,6,0,7.81,0.221,93313.23,2140.7,Within SLA,Late,2021,July,3
TG-19378,2021-05-02,2021-05-05,Public Health,Hospital Staff Misconduct,Closed,17.980292,79.608945,500074,3,0,7.69,0.159,72326.23,6738.7,Within SLA,Late,2021,May,2
TG-19379,2021-10-04,2021-10-09,HMWS&SB,Water Pipeline Leakage,Closed,19.798825,79.71546,505209,5,0,8.78,0.051,39903.92,1333.3,Within SLA,Late,2021,October,4
TG-19380,2021-04-10,,Roads & Buildings,Pothole on Road,Open,19.483871,78.860834,500018,12,0,5.61,-0.314,61076.64,17956.4,Within SLA,Open,2021,April,2
TG-19381,2021-07-01,2021-07-12,Public Health,Mosquito Breeding,Closed,17.059858,81.183878,501218,11,0,7.19,0.112,60533.62,3681.6,Breached,Late,2021,July,3
TG-19382,2021-04-01,2021-04-04,TSSPDCL,Transformer Fault,Closed,17.314053,79.283692,503185,3,0,7.06,0.488,60956.83,820.0,Within SLA,Late,2021,April,2
TG-19383,2021-10-01,,GHMC,Streetlight Not Working,Pending,16.904544,77.518419,507111,8,0,4.4,-0.643,15974.47,1242.1,Breached,Open,2021,October,4
TG-19384,2021-04-01,2021-04-26,Roads & Buildings,Road Cave-in,Closed,17.604264,80.681441,507101,25,0,8.43,-0.808,61195.58,2227.6,Breached,Late,2021,April,2
TG-19385,2021-02-21,2021-03-21,Revenue Department,Encroachment of Public Land,Closed,18.285901,79.210134,506001,28,0,5.72,0.193,28329.94,2387.2,Within SLA,Late,2021,February,1
TG-19386,2021-12-28,,Public Health,Mosquito Breeding,Pending,19.385271,79.645556,502220,5,1,6.05,-0.131,15522.03,2995.5,Within SLA,Open,2021,December,4
TG-19387,2021-06-08,2021-06-24,Agriculture Department,Crop Damage Compensation,Closed,18.314192,80.853005,500018,16,0,8.27,0.055,87404.64,13815.6,Within SLA,Late,2021,June,2
TG-19388,2021-01-30,2021-02-14,GHMC,Garbage Not Collected,Closed,17.976091,77.456264,500003,15,0,3.65,-0.113,11511.37,17647.0,Breached,Late,2021,January,1
TG-19389,2021-09-25,2021-10-25,Revenue Department,Property Tax Dispute,Closed,18.867165,80.930035,500016,30,0,3.49,0.511,12083.88,8198.3,Within SLA,Late,2021,September,3
TG-19390,2021-02-13,2021-02-14,HMWS&SB,Water Pipeline Leakage,Closed,17.685345,79.033758,500047,1,0,6.73,0.02,38710.62,7949.0,Within SLA,Late,2021,February,1
TG-19391,2021-07-02,2021-07-10,Education Department,School Infrastructure Issue,Closed,17.141117,78.492476,500033,8,0,6.99,0.421,28194.23,9081.1,Within SLA,Late,2021,July,3
TG-19392,2021-10-31,2021-11-22,TSIIC,Industrial Pollution,Closed,18.630572,80.763936,500014,22,0,9.16,0.199,198944.74,8605.8,Within SLA,Late,2021,October,4
TG-19393,2021-11-26,2021-12-21,Police Department,Noise Pollution,Closed,17.900633,79.460018,506101,25,2,4.96,-0.193,7281.06,2288.5,Breached,Late,2021,November,4
TG-19394,2021-10-13,2021-11-04,Revenue Department,Property Tax Dispute,Closed,17.795373,80.570157,504251,22,0,4.98,0.538,16658.86,1151.0,Within SLA,Late,2021,October,4
TG-19395,2021-04-12,2021-04-14,TSNPDCL,Electricity Meter Tampering,Closed,19.836907,81.38835,502270,2,0,7.39,0.086,29374.7,1044.3,Within SLA,Late,2021,April,2
TG-19396,2021-04-28,2021-05-03,HMWS&SB,Water Pipeline Leakage,Closed,18.046317,77.226542,500035,5,0,7.22,0.26,70894.85,3261.5,Within SLA,Late,2021,April,2
TG-19397,2021-10-08,2021-10-10,TSSPDCL,Power Outage,Closed,19.197315,78.816749,509103,2,0,7.66,0.507,47931.21,1474.1,Within SLA,Late,2021,October,4
TG-19398,2021-01-05,2021-01-10,TSIIC,Industrial Pollution,Closed,18.607109,77.905413,507111,5,0,7.76,-0.155,103230.24,767.2,Within SLA,Late,2021,January,1
TG-19399,2021-10-31,2021-11-27,Revenue Department,Property Tax Dispute,Closed,18.297762,78.726136,505172,27,0,3.4,0.367,11355.7,1238.5,Within SLA,Late,2021,October,4
TG-19400,2021-08-12,2021-08-15,Transport Department,Vehicle Registration Delay,Closed,18.178577,77.334324,505325,3,0,4.9,-0.044,5063.55,2750.1,Within SLA,Late,2021,August,3
TG-19401,2021-05-20,2021-05-22,Food & Civil Supplies,Ration Card Issue,Closed,18.101533,80.236374,505209,2,0,5.91,-0.041,18896.32,1726.2,Within SLA,Late,2021,May,2
TG-19402,2021-10-18,2021-10-24,GHMC,Streetlight Not Working,Closed,17.585848,79.135717,500002,6,0,4.75,-0.221,11013.08,10252.3,Within SLA,Late,2021,October,4
TG-19403,2021-10-13,2021-10-24,Revenue Department,Property Tax Dispute,Closed,16.946868,78.865013,500034,11,0,4.31,0.178,5486.59,15811.8,Within SLA,Late,2021,October,4
TG-19404,2021-02-02,2021-02-06,HMWS&SB,Water Pipeline Leakage,Closed,19.106259,81.296996,500003,4,0,6.46,-0.517,65986.59,13892.4,Within SLA,Late,2021,February,1
TG-19405,2021-08-15,2021-08-27,Revenue Department,Encroachment of Public Land,Closed,16.593974,78.210602,506167,12,0,7.74,-0.071,62119.94,3907.7,Within SLA,Late,2021,August,3
TG-19406,2021-08-22,2021-08-25,Education Department,School Infrastructure Issue,Closed,19.530597,78.380188,507001,3,0,4.28,-0.279,17471.86,1059.9,Within SLA,Late,2021,August,3
TG-19407,2021-09-06,,TSIIC,Industrial Pollution,Pending,17.663382,77.246942,502286,40,0,9.01,-0.289,194816.41,950.4,Breached,Open,2021,September,3
TG-19408,2021-02-04,2021-03-22,Agriculture Department,Crop Damage Compensation,Closed,18.477359,80.357755,503111,46,0,6.1,-0.266,45338.1,1367.3,Breached,Late,2021,February,1
TG-19409,2021-06-06,,Roads & Buildings,Pothole on Road,Open,18.410668,79.448509,501512,2,0,5.4,-0.028,34525.05,4312.8,Within SLA,Open,2021,June,2
TG-19410,2021-09-13,2021-09-16,Public Health,Hospital Staff Misconduct,Closed,17.047598,78.628669,500001,3,0,8.81,0.098,32428.36,13611.8,Within SLA,Late,2021,September,3
TG-19411,2021-03-02,2021-03-10,TSSPDCL,Transformer Fault,Closed,16.755342,77.324858,500028,8,0,7.7,-0.506,79679.54,12749.2,Breached,Late,2021,March,1
TG-19412,2021-10-26,2021-12-05,Panchayati Raj,Rural Road Damage,Closed,18.467291,77.720881,503111,40,0,7.88,0.12,19919.22,2323.0,Breached,Late,2021,October,4
TG-19413,2021-10-27,,TSSPDCL,Transformer Fault,Pending,17.903048,79.192313,509001,3,1,6.66,-0.286,69100.48,1023.9,Within SLA,Open,2021,October,4
TG-19414,2021-07-28,,HMWS&SB,Water Supply Disruption,Pending,19.603922,80.08836,502313,7,0,7.95,-0.092,161000.05,1807.8,Breached,Open,2021,July,3
TG-19415,2021-01-16,2021-02-26,HMDA,Illegal Construction,Closed,18.047728,80.745252,503187,41,0,6.94,-0.224,22993.09,1430.7,Breached,Late,2021,January,1
TG-19416,2021-03-27,2021-04-11,GHMC,Garbage Not Collected,Closed,17.525211,78.997984,508202,15,1,5.32,-0.475,19031.75,452.1,Breached,Late,2021,March,1
TG-19417,2021-06-24,2021-07-08,HMDA,Illegal Construction,Closed,18.311652,77.669659,501218,14,0,7.4,-0.205,46605.72,8539.8,Within SLA,Late,2021,June,2
TG-19418,2021-09-12,,Roads & Buildings,Road Cave-in,Open,17.37267,81.038571,502103,8,0,9.41,0.482,60675.36,615.9,Within SLA,Open,2021,September,3
TG-19419,2021-11-12,,Police Department,Noise Pollution,Open,17.939218,79.861012,502110,11,0,4.24,-0.062,7264.58,1552.5,Within SLA,Open,2021,November,4
TG-19420,2021-04-21,,Roads & Buildings,Road Cave-in,Pending,17.221388,78.879099,501301,22,0,9.01,-0.168,43061.22,4362.5,Breached,Open,2021,April,2
TG-19421,2021-05-18,,TSIIC,Industrial Pollution,Open,18.923021,77.903928,500034,16,0,7.61,0.334,93368.62,13206.9,Within SLA,Open,2021,May,2
TG-19422,2021-10-01,,Agriculture Department,Crop Damage Compensation,Pending,19.006784,77.950391,501218,33,0,6.95,0.037,24198.67,5293.4,Breached,Open,2021,October,4
TG-19423,2021-06-02,2021-06-03,GHMC,Garbage Not Collected,Closed,19.506249,78.207036,500008,1,0,4.39,-0.083,12225.47,15523.0,Within SLA,Late,2021,June,2
TG-19424,2021-08-19,,Agriculture Department,Crop Damage Compensation,Pending,18.483767,78.55919,500039,37,0,6.38,0.148,64186.35,4003.9,Breached,Open,2021,August,3
TG-19425,2021-02-15,,GHMC,Streetlight Not Working,Pending,16.986611,80.005994,508001,14,0,5.89,-0.326,19248.88,369.0,Breached,Open,2021,February,1
TG-19426,2021-11-06,2021-11-14,GHMC,Garbage Not Collected,Closed,16.925654,78.327468,500033,8,1,5.93,-0.42,19877.31,9514.2,Breached,Late,2021,November,4
TG-19427,2021-03-01,2021-03-26,Water Resources,Borewell Water Contamination,Closed,19.726977,78.099604,502270,25,1,9.84,-0.24,165839.33,903.1,Breached,Late,2021,March,1
TG-19428,2021-08-25,,TSSPDCL,Transformer Fault,Pending,19.89348,78.098666,500014,5,0,6.23,0.449,44753.08,8984.2,Breached,Open,2021,August,3
TG-19429,2021-12-14,2021-12-27,Roads & Buildings,Road Cave-in,Closed,19.073497,78.325945,501301,13,0,9.02,0.089,74176.31,4259.7,Within SLA,Late,2021,December,4
TG-19430,2021-12-15,,Food & Civil Supplies,Ration Card Issue,Open,17.940204,81.368538,500008,3,0,6.54,0.272,23694.24,15793.1,Within SLA,Open,2021,December,4
TG-19431,2021-06-07,2021-06-08,Roads & Buildings,Pothole on Road,Closed,18.651928,80.53656,505468,1,0,5.09,0.251,22231.18,2605.7,Within SLA,Late,2021,June,2
TG-19432,2021-02-12,2021-02-23,Public Health,Mosquito Breeding,Closed,18.319483,77.754098,500070,11,0,5.59,-0.673,35198.55,8328.7,Breached,Late,2021,February,1
TG-19433,2021-09-21,,Forest Department,Deforestation Complaint,Pending,19.183972,80.412361,505327,27,1,8.73,-0.704,40876.53,788.2,Breached,Open,2021,September,3
TG-19434,2021-02-15,2021-02-24,TSSPDCL,Transformer Fault,Closed,18.887284,79.842873,502334,9,0,6.53,-0.019,27797.52,1464.2,Breached,Late,2021,February,1
TG-19435,2021-05-28,,Education Department,School Infrastructure Issue,Open,17.040542,80.972168,500035,4,0,4.11,-0.22,6657.98,7085.1,Within SLA,Open,2021,May,2
TG-19436,2021-05-29,2021-07-27,Forest Department,Deforestation Complaint,Closed,17.660941,80.042826,506001,59,0,7.71,-0.854,69614.69,1001.6,Breached,Late,2021,May,2
TG-19437,2021-11-20,,Agriculture Department,Crop Damage Compensation,Open,17.964007,80.879322,501218,14,2,8.09,0.346,20601.7,5454.6,Within SLA,Open,2021,November,4
TG-19438,2021-12-25,,Food & Civil Supplies,Food Adulteration,Pending,18.435983,79.072754,505172,13,0,8.53,-0.345,173587.34,2115.0,Breached,Open,2021,December,4
TG-19439,2021-02-25,2021-03-08,Roads & Buildings,Pothole on Road,Closed,19.804774,77.569352,501301,11,0,6.44,-0.487,57839.13,4669.4,Within SLA,Late,2021,February,1
